ID: 1, BinID: 25, Cliente: Cliente_630, FechaPerso: 1/30/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 186, BinID: 3, Cliente: Cliente_676, FechaPerso: 11/28/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 187, BinID: 22, Cliente: Cliente_204, FechaPerso: 11/6/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 188, BinID: 28, Cliente: Cliente_346, FechaPerso: 6/11/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 189, BinID: 98, Cliente: Cliente_597, FechaPerso: 9/7/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 190, BinID: 39, Cliente: Cliente_530, FechaPerso: 10/26/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 191, BinID: 22, Cliente: Cliente_577, FechaPerso: 11/4/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 192, BinID: 78, Cliente: Cliente_737, FechaPerso: 7/29/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 193, BinID: 19, Cliente: Cliente_950, FechaPerso: 11/11/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 194, BinID: 23, Cliente: Cliente_761, FechaPerso: 11/13/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 195, BinID: 19, Cliente: Cliente_349, FechaPerso: 4/27/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 196, BinID: 19, Cliente: Cliente_739, FechaPerso: 4/19/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 197, BinID: 26, Cliente: Cliente_488, FechaPerso: 12/29/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 198, BinID: 65, Cliente: Cliente_400, FechaPerso: 12/7/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 199, BinID: 46, Cliente: Cliente_97, FechaPerso: 7/2/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 200, BinID: 70, Cliente: Cliente_341, FechaPerso: 4/4/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 201, BinID: 75, Cliente: Cliente_274, FechaPerso: 5/29/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 202, BinID: 81, Cliente: Cliente_258, FechaPerso: 5/15/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 203, BinID: 100, Cliente: Cliente_205, FechaPerso: 2/18/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 204, BinID: 20, Cliente: Cliente_384, FechaPerso: 7/14/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 205, BinID: 80, Cliente: Cliente_488, FechaPerso: 12/10/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 206, BinID: 51, Cliente: Cliente_215, FechaPerso: 1/22/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 207, BinID: 71, Cliente: Cliente_486, FechaPerso: 11/11/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 208, BinID: 55, Cliente: Cliente_150, FechaPerso: 12/18/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 209, BinID: 100, Cliente: Cliente_86, FechaPerso: 4/14/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 210, BinID: 61, Cliente: Cliente_639, FechaPerso: 2/27/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 211, BinID: 78, Cliente: Cliente_758, FechaPerso: 1/29/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 212, BinID: 97, Cliente: Cliente_45, FechaPerso: 1/8/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 213, BinID: 95, Cliente: Cliente_777, FechaPerso: 2/5/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 214, BinID: 77, Cliente: Cliente_772, FechaPerso: 2/21/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 215, BinID: 11, Cliente: Cliente_633, FechaPerso: 6/13/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 216, BinID: 19, Cliente: Cliente_990, FechaPerso: 12/25/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 217, BinID: 31, Cliente: Cliente_659, FechaPerso: 2/1/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 218, BinID: 93, Cliente: Cliente_966, FechaPerso: 8/28/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 219, BinID: 82, Cliente: Cliente_875, FechaPerso: 7/17/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 220, BinID: 70, Cliente: Cliente_132, FechaPerso: 10/29/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 221, BinID: 87, Cliente: Cliente_282, FechaPerso: 9/6/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 222, BinID: 86, Cliente: Cliente_795, FechaPerso: 12/19/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 223, BinID: 21, Cliente: Cliente_609, FechaPerso: 4/28/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 224, BinID: 24, Cliente: Cliente_573, FechaPerso: 2/9/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 225, BinID: 15, Cliente: Cliente_909, FechaPerso: 7/5/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 226, BinID: 12, Cliente: Cliente_669, FechaPerso: 6/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 227, BinID: 91, Cliente: Cliente_527, FechaPerso: 5/13/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 228, BinID: 98, Cliente: Cliente_84, FechaPerso: 10/1/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 229, BinID: 85, Cliente: Cliente_614, FechaPerso: 3/26/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 230, BinID: 7, Cliente: Cliente_423, FechaPerso: 12/4/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 231, BinID: 70, Cliente: Cliente_217, FechaPerso: 8/30/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 232, BinID: 42, Cliente: Cliente_537, FechaPerso: 7/10/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 233, BinID: 38, Cliente: Cliente_535, FechaPerso: 6/12/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 234, BinID: 73, Cliente: Cliente_859, FechaPerso: 7/26/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 235, BinID: 2, Cliente: Cliente_227, FechaPerso: 8/16/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 236, BinID: 34, Cliente: Cliente_472, FechaPerso: 6/2/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 237, BinID: 7, Cliente: Cliente_248, FechaPerso: 1/20/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 238, BinID: 31, Cliente: Cliente_442, FechaPerso: 4/7/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 239, BinID: 28, Cliente: Cliente_272, FechaPerso: 1/15/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 240, BinID: 64, Cliente: Cliente_383, FechaPerso: 2/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 241, BinID: 50, Cliente: Cliente_324, FechaPerso: 3/6/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 242, BinID: 40, Cliente: Cliente_99, FechaPerso: 6/4/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 243, BinID: 99, Cliente: Cliente_104, FechaPerso: 9/30/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 244, BinID: 35, Cliente: Cliente_708, FechaPerso: 8/22/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 245, BinID: 3, Cliente: Cliente_184, FechaPerso: 1/7/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 246, BinID: 64, Cliente: Cliente_24, FechaPerso: 5/19/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 247, BinID: 32, Cliente: Cliente_823, FechaPerso: 12/17/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 248, BinID: 45, Cliente: Cliente_41, FechaPerso: 2/12/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 249, BinID: 47, Cliente: Cliente_372, FechaPerso: 2/6/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 250, BinID: 23, Cliente: Cliente_699, FechaPerso: 12/12/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 251, BinID: 91, Cliente: Cliente_183, FechaPerso: 10/28/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 252, BinID: 59, Cliente: Cliente_756, FechaPerso: 7/2/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 253, BinID: 29, Cliente: Cliente_141, FechaPerso: 5/24/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 254, BinID: 39, Cliente: Cliente_337, FechaPerso: 5/8/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 255, BinID: 52, Cliente: Cliente_443, FechaPerso: 12/20/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 256, BinID: 8, Cliente: Cliente_710, FechaPerso: 9/23/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 257, BinID: 17, Cliente: Cliente_165, FechaPerso: 11/26/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 258, BinID: 47, Cliente: Cliente_382, FechaPerso: 2/26/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 259, BinID: 74, Cliente: Cliente_592, FechaPerso: 2/8/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 260, BinID: 44, Cliente: Cliente_823, FechaPerso: 5/14/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 261, BinID: 70, Cliente: Cliente_567, FechaPerso: 10/22/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 262, BinID: 33, Cliente: Cliente_582, FechaPerso: 1/29/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 263, BinID: 62, Cliente: Cliente_212, FechaPerso: 11/2/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 264, BinID: 52, Cliente: Cliente_332, FechaPerso: 12/7/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 265, BinID: 97, Cliente: Cliente_172, FechaPerso: 4/12/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 266, BinID: 73, Cliente: Cliente_961, FechaPerso: 6/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 267, BinID: 5, Cliente: Cliente_935, FechaPerso: 8/2/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 268, BinID: 34, Cliente: Cliente_453, FechaPerso: 12/17/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 269, BinID: 36, Cliente: Cliente_512, FechaPerso: 1/15/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 270, BinID: 95, Cliente: Cliente_576, FechaPerso: 11/21/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 271, BinID: 80, Cliente: Cliente_688, FechaPerso: 11/10/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 272, BinID: 44, Cliente: Cliente_933, FechaPerso: 2/21/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 273, BinID: 49, Cliente: Cliente_695, FechaPerso: 7/18/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 274, BinID: 58, Cliente: Cliente_293, FechaPerso: 3/5/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 275, BinID: 27, Cliente: Cliente_889, FechaPerso: 5/3/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 276, BinID: 93, Cliente: Cliente_20, FechaPerso: 2/17/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 277, BinID: 70, Cliente: Cliente_187, FechaPerso: 10/8/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 278, BinID: 17, Cliente: Cliente_93, FechaPerso: 9/19/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 279, BinID: 15, Cliente: Cliente_234, FechaPerso: 12/19/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 280, BinID: 16, Cliente: Cliente_889, FechaPerso: 1/17/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 281, BinID: 5, Cliente: Cliente_170, FechaPerso: 8/21/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 282, BinID: 97, Cliente: Cliente_828, FechaPerso: 5/17/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 283, BinID: 59, Cliente: Cliente_397, FechaPerso: 1/8/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 284, BinID: 50, Cliente: Cliente_639, FechaPerso: 7/23/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 285, BinID: 42, Cliente: Cliente_916, FechaPerso: 5/1/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 286, BinID: 100, Cliente: Cliente_595, FechaPerso: 10/2/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 287, BinID: 4, Cliente: Cliente_495, FechaPerso: 10/26/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 288, BinID: 76, Cliente: Cliente_47, FechaPerso: 10/3/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 289, BinID: 9, Cliente: Cliente_512, FechaPerso: 10/2/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 290, BinID: 65, Cliente: Cliente_788, FechaPerso: 1/6/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 291, BinID: 38, Cliente: Cliente_308, FechaPerso: 5/23/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 292, BinID: 20, Cliente: Cliente_137, FechaPerso: 4/20/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 293, BinID: 32, Cliente: Cliente_215, FechaPerso: 1/14/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 294, BinID: 61, Cliente: Cliente_458, FechaPerso: 9/21/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 295, BinID: 89, Cliente: Cliente_376, FechaPerso: 9/20/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 296, BinID: 98, Cliente: Cliente_667, FechaPerso: 6/16/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 297, BinID: 39, Cliente: Cliente_576, FechaPerso: 12/12/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 298, BinID: 79, Cliente: Cliente_595, FechaPerso: 6/22/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 299, BinID: 20, Cliente: Cliente_181, FechaPerso: 9/9/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 300, BinID: 4, Cliente: Cliente_743, FechaPerso: 3/14/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 301, BinID: 64, Cliente: Cliente_759, FechaPerso: 8/11/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 302, BinID: 62, Cliente: Cliente_147, FechaPerso: 8/30/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 303, BinID: 43, Cliente: Cliente_911, FechaPerso: 12/15/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 304, BinID: 20, Cliente: Cliente_625, FechaPerso: 10/25/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 305, BinID: 47, Cliente: Cliente_575, FechaPerso: 10/1/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 306, BinID: 74, Cliente: Cliente_837, FechaPerso: 3/26/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 307, BinID: 36, Cliente: Cliente_891, FechaPerso: 6/9/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 308, BinID: 14, Cliente: Cliente_781, FechaPerso: 8/21/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 309, BinID: 50, Cliente: Cliente_160, FechaPerso: 9/20/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 310, BinID: 69, Cliente: Cliente_381, FechaPerso: 7/31/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 311, BinID: 77, Cliente: Cliente_0, FechaPerso: 6/29/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 312, BinID: 11, Cliente: Cliente_24, FechaPerso: 7/24/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 313, BinID: 22, Cliente: Cliente_921, FechaPerso: 8/27/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 314, BinID: 34, Cliente: Cliente_532, FechaPerso: 10/17/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 315, BinID: 25, Cliente: Cliente_424, FechaPerso: 9/5/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 316, BinID: 82, Cliente: Cliente_498, FechaPerso: 8/25/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 317, BinID: 73, Cliente: Cliente_795, FechaPerso: 8/1/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 318, BinID: 66, Cliente: Cliente_323, FechaPerso: 2/19/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 319, BinID: 26, Cliente: Cliente_967, FechaPerso: 3/18/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 320, BinID: 25, Cliente: Cliente_276, FechaPerso: 8/17/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 321, BinID: 72, Cliente: Cliente_219, FechaPerso: 12/6/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 322, BinID: 86, Cliente: Cliente_271, FechaPerso: 4/9/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 323, BinID: 18, Cliente: Cliente_962, FechaPerso: 8/30/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 324, BinID: 12, Cliente: Cliente_919, FechaPerso: 6/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 325, BinID: 33, Cliente: Cliente_526, FechaPerso: 3/7/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 326, BinID: 39, Cliente: Cliente_428, FechaPerso: 9/6/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 327, BinID: 84, Cliente: Cliente_309, FechaPerso: 4/1/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 328, BinID: 79, Cliente: Cliente_420, FechaPerso: 8/11/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 329, BinID: 54, Cliente: Cliente_937, FechaPerso: 11/5/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 330, BinID: 93, Cliente: Cliente_841, FechaPerso: 9/9/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 331, BinID: 84, Cliente: Cliente_69, FechaPerso: 1/20/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 332, BinID: 38, Cliente: Cliente_536, FechaPerso: 12/9/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 333, BinID: 94, Cliente: Cliente_783, FechaPerso: 8/16/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 334, BinID: 71, Cliente: Cliente_331, FechaPerso: 6/16/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 335, BinID: 5, Cliente: Cliente_908, FechaPerso: 4/29/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 336, BinID: 76, Cliente: Cliente_458, FechaPerso: 1/10/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 337, BinID: 100, Cliente: Cliente_24, FechaPerso: 3/22/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 338, BinID: 75, Cliente: Cliente_592, FechaPerso: 3/9/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 339, BinID: 25, Cliente: Cliente_890, FechaPerso: 12/24/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 340, BinID: 86, Cliente: Cliente_516, FechaPerso: 9/2/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 341, BinID: 30, Cliente: Cliente_598, FechaPerso: 4/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 342, BinID: 95, Cliente: Cliente_835, FechaPerso: 9/4/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 343, BinID: 53, Cliente: Cliente_20, FechaPerso: 7/13/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 344, BinID: 20, Cliente: Cliente_379, FechaPerso: 1/20/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 345, BinID: 2, Cliente: Cliente_790, FechaPerso: 6/14/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 346, BinID: 12, Cliente: Cliente_698, FechaPerso: 1/9/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 347, BinID: 73, Cliente: Cliente_764, FechaPerso: 5/6/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 348, BinID: 97, Cliente: Cliente_377, FechaPerso: 3/10/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 349, BinID: 84, Cliente: Cliente_54, FechaPerso: 3/8/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 350, BinID: 6, Cliente: Cliente_16, FechaPerso: 3/25/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 351, BinID: 96, Cliente: Cliente_824, FechaPerso: 3/19/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 352, BinID: 19, Cliente: Cliente_882, FechaPerso: 8/21/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 353, BinID: 88, Cliente: Cliente_871, FechaPerso: 8/7/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 354, BinID: 77, Cliente: Cliente_372, FechaPerso: 1/21/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 355, BinID: 59, Cliente: Cliente_773, FechaPerso: 12/27/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 356, BinID: 59, Cliente: Cliente_303, FechaPerso: 1/24/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 357, BinID: 50, Cliente: Cliente_923, FechaPerso: 2/1/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 358, BinID: 53, Cliente: Cliente_620, FechaPerso: 5/5/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 359, BinID: 48, Cliente: Cliente_697, FechaPerso: 3/27/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 360, BinID: 98, Cliente: Cliente_322, FechaPerso: 7/3/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 361, BinID: 5, Cliente: Cliente_529, FechaPerso: 12/3/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 362, BinID: 100, Cliente: Cliente_408, FechaPerso: 6/1/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 363, BinID: 11, Cliente: Cliente_240, FechaPerso: 3/12/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 364, BinID: 34, Cliente: Cliente_375, FechaPerso: 4/9/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 365, BinID: 55, Cliente: Cliente_715, FechaPerso: 9/11/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 366, BinID: 63, Cliente: Cliente_96, FechaPerso: 9/29/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 367, BinID: 7, Cliente: Cliente_998, FechaPerso: 9/19/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 368, BinID: 35, Cliente: Cliente_738, FechaPerso: 9/25/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 369, BinID: 88, Cliente: Cliente_428, FechaPerso: 10/17/2024 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
ID: 370, BinID: 11, Cliente: Cliente_940, FechaPerso: 7/10/2025 3:03:02 AM, FechaRespuesta: 10/22/2025 12:00:00 AM
